Region,District,0-28 DAYS FEMALE,0-28 DAYS MALE,0-28 DAYS TOTAL,10-19 YEARS FEMALE,10-19 YEARS MALE,10-19YRS TOTAL,20+ YRS FEMALE,20+ YRS MALE,20+ YRS TOTAL,5-9YRS FEMALE,5-9YRS MALE,5-9YRS TOTAL,29 DAYS-4YRS FEMALE,29DAYS - 4YRS MALE,29 DAYS - 4YRS TOTAL,0-28 DAYS (B/S & RDT) FEMALE,0-28 DAYS (B/S & RDT) MALE,0-28 DAYS (B/S & RDT) TOTAL,10-19 YRS (B/S & RDT) FEMALE,10-19 YRS (B/S & RDT) MALE,10-19 YRS (B/S & RDT) TOTAL,20+ (B/S &RDT) FEMALE,20+ (B/S & RDT) MALE,20 + (B/S & RDT) TOTAL,29DAYS-4YRS (B/S & RDT) FEMALE,29DAYS-4YRS (B/S & RDT) MALE,29DAYS-4 YRS (B/S & RDT) TOTAL,5-9YRS (B/S & RDT) FEMALE,5-9YRS (B/S & RDT) MALE,5-9YRS (B/S & RDT) TOTAL,TOTAL CASES CONFIRMED(B/S & RDT),0-28 DAYS FEMALE CT,0-28 DAYS MALE CT,0-28 DAYS TOTAL CT,10-19 YRS FEMALE CT,10-19 YRS MALE CT,10-19 YRS CT TOTAL,20 + YRS FEMALE CT,20 + YRS MALE CT,20 + YRS CT TOTAL,29DAYS - 4YRS FEMALE CT,29 DAYS - 4YRS MALE CT,29 DAYS - 4YRS CT TOTAL,5-9YRS FEMALE CT,5-9YRS MALE CT,5-9YRS CT TOTAL,PREG 10-19YRS,PREG 20 + YRS,TOTAL PREG,TOTAL CASES FEMALE,TOTAL CASES MALE,GRAND TOTAL CASES,<5YRS FEMALES TOTAL,<5YRS MALE TOTAL,< 5YRS GRAND TOTAL,AREA(Km2),TOTAL POPULATION,POPULATION DENSITY(People per km2),CORDINATES (LATITUDE ° N),CORDINATES (LONGITUDE ° E),Year,Incidence_Rate,POPULATION DENSITY
Bukedi,Busia District,50.0,23.0,73.0,36556.0,21989.0,58545.0,57971.0,26175.0,84146.0,22703.0,18017.0,40720.0,33289.0,29059.0,62348.0,48.0,19.0,67.0,35621.0,21470.0,57091.0,55306.0,25389.0,80695.0,32327.0,28281.0,60608.0,22234.0,17729.0,39963.0,238424.0,47.0,171.0,218.0,35420.0,21362.0,56782.0,54432.0,25179.0,79611.0,32073.0,28139.0,60212.0,22109.0,17630.0,39739.0,1095.0,1842.0,2937.0,117280.0,95263.0,212543.0,33339.0,29082.0,62421.0,729.0,374454.5013,513.6550087,0.4045,34.0196,2020,636.7235516524955,513.6550086419753
Busoga,Busoga,977.0,745.0,1722.0,254412.0,141662.0,396074.0,452143.0,216906.0,669049.0,173652.0,130196.0,303848.0,269730.0,234513.0,504243.0,773.0,542.0,1315.0,247149.0,136447.0,383596.0,434462.0,206530.0,640992.0,262041.0,228756.0,490797.0,168018.0,125590.0,293608.0,1810308.0,729.0,491.0,1220.0,242669.0,134198.0,376867.0,426170.0,202823.0,628993.0,258502.0,224078.0,482580.0,165100.0,123601.0,288701.0,19227.0,39291.0,58518.0,881184.0,724022.0,1605206.0,270707.0,235258.0,505965.0,9443.0,4032709.81,427.0581182,0.0,0.0,2020,448.9060917576909,427.0581181827809
Bukedi,Butaleja District,9.0,5.0,14.0,5516.0,3419.0,8935.0,8739.0,3742.0,12481.0,4155.0,3254.0,7409.0,6033.0,5279.0,11312.0,9.0,5.0,14.0,4864.0,3055.0,7919.0,7496.0,3302.0,10798.0,5287.0,4511.0,9798.0,3798.0,2960.0,6758.0,35287.0,9.0,5.0,14.0,4915.0,3101.0,8016.0,7478.0,3269.0,10747.0,5319.0,4584.0,9903.0,3853.0,2990.0,6843.0,192.0,403.0,595.0,18419.0,15699.0,34118.0,6042.0,5284.0,11326.0,655.0,283270.0852,432.4734125,0.0,0.0,2020,124.57016057691362,432.4734125190839
South Central,Butambala District,2.0,1.0,3.0,7147.0,6926.0,14073.0,7498.0,5323.0,12821.0,4101.0,3985.0,8086.0,3586.0,3463.0,7049.0,2.0,1.0,3.0,6777.0,6412.0,13189.0,6554.0,7479.0,14033.0,3137.0,3180.0,6317.0,3929.0,3830.0,7759.0,41301.0,2.0,1.0,3.0,6504.0,6230.0,12734.0,6392.0,4736.0,11128.0,3078.0,3136.0,6214.0,3828.0,3717.0,7545.0,92.0,501.0,593.0,18748.0,19698.0,38446.0,3588.0,3464.0,7052.0,405.0,50232.4276,124.0306854,0.1742,32.1065,2020,822.1979699822431,124.03068543209878
Bukedi,Butebo District,26.0,30.0,56.0,5614.0,2509.0,8123.0,7243.0,2464.0,9707.0,4115.0,3110.0,7225.0,4952.0,4433.0,9385.0,26.0,30.0,56.0,5562.0,2485.0,8047.0,7107.0,2435.0,9542.0,4920.0,4414.0,9334.0,4106.0,3106.0,7212.0,34191.0,26.0,28.0,54.0,5287.0,2400.0,7687.0,6966.0,2417.0,9383.0,4440.0,4045.0,8485.0,3828.0,2950.0,6778.0,134.0,276.0,410.0,16998.0,12546.0,29544.0,4978.0,4463.0,9441.0,236.0,144468.885,612.1562926,1.2393,33.83,2020,236.66687813088612,612.1562923728814
North Central,Buvuma District,4.0,2.0,6.0,2909.0,1886.0,4795.0,5199.0,3140.0,8339.0,2301.0,1883.0,4184.0,3677.0,3419.0,7096.0,4.0,2.0,6.0,2888.0,1869.0,4757.0,5171.0,3123.0,8294.0,3633.0,3387.0,7020.0,2273.0,1875.0,4148.0,24225.0,4.0,2.0,6.0,2886.0,1875.0,4761.0,5267.0,3042.0,8309.0,3617.0,3364.0,6981.0,2277.0,1863.0,4140.0,202.0,470.0,672.0,10413.0,10330.0,20743.0,3681.0,3421.0,7102.0,296.0,40577.34751,137.0856335,0.3765,33.2588,2020,597.007973328713,137.08563347972972
Busoga,Buyende District,26.0,19.0,45.0,12975.0,6744.0,19719.0,20674.0,9355.0,30029.0,10324.0,7905.0,18229.0,21046.0,19368.0,40414.0,26.0,19.0,45.0,12973.0,6741.0,19714.0,20671.0,9330.0,30001.0,21036.0,19368.0,40404.0,10318.0,7892.0,18210.0,108374.0,26.0,19.0,45.0,12965.0,6738.0,19703.0,20662.0,9323.0,29985.0,21019.0,19342.0,40361.0,10309.0,7876.0,18185.0,1629.0,3322.0,4951.0,43999.0,43391.0,87390.0,21072.0,19387.0,40459.0,1379.0,369159.5617,267.700915,1.2414,33.1239,2020,293.5695326458071,267.70091493836117
Lango,Dokolo District,14.0,6.0,20.0,18242.0,8333.0,26575.0,21276.0,6767.0,28043.0,9642.0,7277.0,16919.0,11511.0,10762.0,22273.0,11.0,4.0,15.0,17682.0,8211.0,25893.0,20644.0,6587.0,27231.0,11169.0,10489.0,21658.0,9432.0,7140.0,16572.0,91369.0,11.0,3.0,14.0,17349.0,8030.0,25379.0,20268.0,6548.0,26816.0,10880.0,10246.0,21126.0,9235.0,6972.0,16207.0,1354.0,2219.0,3573.0,49174.0,33145.0,82319.0,11525.0,10768.0,22293.0,1004.0,201970.6038,201.16594,1.9131,33.1717,2020,452.3876162219999,201.16594003984065
Tooro,Fort Portal City,8.0,9.0,17.0,904.0,735.0,1639.0,2358.0,2066.0,4424.0,554.0,481.0,1035.0,664.0,558.0,1222.0,8.0,9.0,17.0,812.0,659.0,1471.0,2076.0,1814.0,3890.0,587.0,479.0,1066.0,513.0,424.0,937.0,7381.0,8.0,9.0,17.0,806.0,650.0,1456.0,2143.0,1862.0,4005.0,587.0,495.0,1082.0,519.0,422.0,941.0,41.0,219.0,260.0,3824.0,3849.0,7673.0,672.0,567.0,1239.0,127.0,48632.07484,382.9297232,0.6546,30.2801,2020,151.77226191322418,382.92972314960633
South Central,Gomba District,0.0,1.0,1.0,5817.0,5033.0,10850.0,7317.0,5187.0,12504.0,3583.0,3194.0,6777.0,2782.0,2614.0,5396.0,0.0,1.0,1.0,5437.0,4691.0,10128.0,6793.0,4800.0,11593.0,2513.0,2364.0,4877.0,3303.0,2983.0,6286.0,32885.0,0.0,1.0,1.0,5377.0,4696.0,10073.0,6685.0,4676.0,11361.0,2535.0,2366.0,4901.0,3275.0,2957.0,6232.0,93.0,471.0,564.0,16717.0,16029.0,32746.0,2782.0,2615.0,5397.0,1670.0,45817.58721,27.43568096,0.223,31.6739,2020,717.7374890841617,27.435680964071857
Acholi,Gulu City,99.0,108.0,207.0,16843.0,11953.0,28796.0,27510.0,15204.0,42714.0,9874.0,8942.0,18816.0,12484.0,11929.0,24413.0,50.0,50.0,100.0,13796.0,9436.0,23232.0,20427.0,11011.0,31438.0,9624.0,9234.0,18858.0,7867.0,7084.0,14951.0,88579.0,50.0,50.0,100.0,13350.0,9105.0,22455.0,19630.0,10491.0,30121.0,9137.0,8747.0,17884.0,7511.0,6810.0,14321.0,952.0,1955.0,2907.0,54326.0,48136.0,102462.0,12583.0,12037.0,24620.0,222.0,212630.0181,957.7928744,2.7743,32.2882,2020,416.5874639503688,957.7928743243243
Acholi,Gulu District,13.0,12.0,25.0,30268.0,15253.0,45521.0,26128.0,10033.0,36161.0,14354.0,10927.0,25281.0,14971.0,13530.0,28501.0,10.0,7.0,17.0,29371.0,14673.0,44044.0,24778.0,9457.0,34235.0,14580.0,13074.0,27654.0,14046.0,10672.0,24718.0,130668.0,9.0,5.0,14.0,28859.0,14364.0,43223.0,24517.0,9284.0,33801.0,14639.0,13323.0,27962.0,13791.0,10568.0,24359.0,1183.0,2039.0,3222.0,70763.0,49755.0,120518.0,14984.0,13542.0,28526.0,1721.0,123872.7591,71.97719876,2.955,32.4467,2020,1054.856620207469,71.9771987797792
Bunyoro,Hoima City,1.0,1.0,2.0,2689.0,2098.0,4787.0,6020.0,4497.0,10517.0,1524.0,1342.0,2866.0,2314.0,2050.0,4364.0,1.0,1.0,2.0,2359.0,1863.0,4222.0,5100.0,3646.0,8746.0,2081.0,1811.0,3892.0,1363.0,1199.0,2562.0,19424.0,1.0,0.0,1.0,2624.0,2026.0,4650.0,5781.0,5981.0,11762.0,2271.0,2003.0,4274.0,1494.0,1311.0,2805.0,161.0,282.0,443.0,10234.0,9988.0,20222.0,2315.0,2051.0,4366.0,227.0,124144.3284,546.8913144,1.4274,31.3484,2020,156.4630478922467,546.8913145374449
Bunyoro,Hoima District,2.0,1.0,3.0,7069.0,4392.0,11461.0,7814.0,3916.0,11730.0,4507.0,3607.0,8114.0,5648.0,5214.0,10862.0,2.0,1.0,3.0,6892.0,4296.0,11188.0,7508.0,3655.0,11163.0,5476.0,5021.0,10497.0,4426.0,3548.0,7974.0,40825.0,2.0,1.0,3.0,6825.0,4274.0,11099.0,7515.0,3656.0,11171.0,5434.0,5016.0,10450.0,117379.0,3520.0,120899.0,515.0,1286.0,1801.0,19392.0,17130.0,36522.0,5650.0,5215.0,10865.0,1341.0,235276.2555,175.4483636,1.6343,31.171,2020,173.5194225751353,175.44836353467562
Ankole,Ibanda District,17.0,17.0,34.0,20398.0,16228.0,36626.0,34625.0,22678.0,57303.0,9881.0,8214.0,18095.0,8104.0,6703.0,14807.0,8.0,15.0,23.0,19707.0,15557.0,35264.0,32750.0,21223.0,53973.0,7525.0,6394.0,13919.0,9404.0,7753.0,17157.0,120336.0,11.0,9.0,20.0,19453.0,15345.0,34798.0,32405.0,20880.0,53285.0,7446.0,6297.0,13743.0,9283.0,7631.0,16914.0,414.0,773.0,1187.0,64921.0,53840.0,118761.0,8121.0,6720.0,14841.0,622.0,283976.8883,456.5544828,0.0966,30.4818,2020,423.7527945333149,456.5544827974276
Busoga,Iganga District,38.0,28.0,66.0,32022.0,18354.0,50376.0,52871.0,25050.0,77921.0,21090.0,16244.0,37334.0,29955.0,26648.0,56603.0,35.0,23.0,58.0,31019.0,17591.0,48610.0,51023.0,23951.0,74974.0,29103.0,25811.0,54914.0,20304.0,15463.0,35767.0,214323.0,20.0,13.0,33.0,29506.0,16789.0,46295.0,48011.0,22468.0,70479.0,27773.0,24634.0,52407.0,19408.0,14824.0,34232.0,1979.0,4322.0,6301.0,106021.0,86324.0,192345.0,29993.0,26676.0,56669.0,633.0,389466.6445,615.2711604,0.7236,33.4832,2020,550.2987303961534,615.2711603475514
Ankole,Isingiro District,71.0,57.0,128.0,34111.0,27631.0,61742.0,49805.0,33824.0,83629.0,18921.0,16470.0,35391.0,20879.0,19005.0,39884.0,80.0,55.0,135.0,33697.0,27397.0,61094.0,48593.0,32853.0,81446.0,20703.0,18726.0,39429.0,18801.0,16354.0,35155.0,217259.0,59.0,39.0,98.0,31627.0,25892.0,57519.0,46181.0,30102.0,76283.0,19640.0,17788.0,37428.0,17769.0,15450.0,33219.0,421.0,1695.0,2116.0,102908.0,96987.0,199895.0,20950.0,19062.0,40012.0,2536.0,570793.4366,225.0762763,0.8435,30.8039,2020,380.62631079665084,225.07627626182966
Busoga,Jinja City,340.0,346.0,686.0,12884.0,8865.0,21749.0,27314.0,16313.0,43627.0,7954.0,6561.0,14515.0,11954.0,10767.0,22721.0,197.0,204.0,401.0,11430.0,7645.0,19075.0,23192.0,12947.0,36139.0,10320.0,10436.0,20756.0,7022.0,5608.0,12630.0,89001.0,164.0,168.0,332.0,10924.0,7290.0,18214.0,22513.0,12667.0,35180.0,9781.0,8806.0,18587.0,6815.0,5531.0,12346.0,496.0,1452.0,1948.0,48492.0,42852.0,91344.0,12294.0,11113.0,23407.0,179.0,265867.4277,1485.292892,0.5349,33.2139,2020,334.7570658427068,1485.292892178771
Busoga,Jinja District,81.0,65.0,146.0,21401.0,12114.0,33515.0,38579.0,18762.0,57341.0,14175.0,10140.0,24315.0,22527.0,18560.0,41087.0,72.0,56.0,128.0,20220.0,11431.0,31651.0,35705.0,17322.0,53027.0,21447.0,17568.0,39015.0,13473.0,9665.0,23138.0,146959.0,72.0,56.0,128.0,20072.0,11373.0,31445.0,35471.0,17225.0,52696.0,21722.0,17443.0,39165.0,13391.0,9603.0,22994.0,907.0,2155.0,3062.0,74236.0,59641.0,133877.0,22608.0,18625.0,41233.0,499.0,256664.1006,514.3569151,0.5349,33.2139,2020,572.5732568616181,514.3569150300601
Karamoja,Kaabong District,24.0,19.0,43.0,11411.0,8101.0,19512.0,21115.0,11821.0,32936.0,5983.0,5119.0,11102.0,15451.0,14652.0,30103.0,14.0,12.0,26.0,10820.0,7673.0,18493.0,19082.0,10536.0,29618.0,14708.0,14001.0,28709.0,5782.0,4829.0,10611.0,87457.0,14.0,12.0,26.0,10615.0,7531.0,18146.0,18637.0,10520.0,29157.0,14375.0,13668.0,28043.0,5654.0,4726.0,10380.0,275.0,1410.0,1685.0,38533.0,39712.0,78245.0,15475.0,14671.0,30146.0,4751.0,190691.9549,40.13722478,3.5696,34.242,2020,458.6297311067106,40.13722477373185
Kigezi,Kabale District,20.0,12.0,32.0,462.0,496.0,958.0,1632.0,2363.0,3995.0,172.0,149.0,321.0,212.0,231.0,443.0,1.0,3.0,4.0,298.0,373.0,671.0,1137.0,1915.0,3052.0,120.0,146.0,266.0,100.0,89.0,189.0,4182.0,1.0,1.0,2.0,285.0,350.0,635.0,1078.0,1802.0,2880.0,116.0,139.0,255.0,96.0,86.0,182.0,6.0,24.0,30.0,2286.0,3251.0,5537.0,232.0,243.0,475.0,561.0,262176.9302,467.3385565,1.3505,30.0203,2020,15.951060212696014,467.3385565062389
Tooro,Kabarole District,5.0,6.0,11.0,2880.0,2283.0,5163.0,5522.0,3772.0,9294.0,1703.0,1379.0,3082.0,1560.0,1341.0,2901.0,2.0,1.0,3.0,2773.0,2239.0,5012.0,5067.0,3489.0,8556.0,1487.0,1270.0,2757.0,1636.0,1346.0,2982.0,19310.0,2.0,1.0,3.0,2761.0,2208.0,4969.0,4960.0,3457.0,8417.0,1469.0,1254.0,2723.0,1627.0,1323.0,2950.0,32.0,135.0,167.0,10110.0,8781.0,18891.0,1565.0,1347.0,2912.0,1184.0,216280.968,182.6697365,0.6833,0.0,2020,89.28201209086507,182.66973648648647
Teso,Kaberamaido District,17.0,13.0,30.0,7809.0,4730.0,12539.0,8009.0,3241.0,11250.0,4075.0,3180.0,7255.0,3706.0,3242.0,6948.0,17.0,13.0,30.0,7484.0,4601.0,12085.0,7620.0,3059.0,10679.0,3580.0,3113.0,6693.0,3954.0,3106.0,7060.0,36547.0,17.0,13.0,30.0,7403.0,4556.0,11959.0,7568.0,3028.0,10596.0,3560.0,3099.0,6659.0,3961.0,3098.0,7059.0,314.0,542.0,856.0,19910.0,14406.0,34316.0,3723.0,3255.0,6978.0,689.0,125381.2538,181.9756949,1.6325,0.0,2020,291.48695592323065,181.97569492017416
Bunyoro,Kagadi District,7.0,7.0,14.0,11466.0,7628.0,19094.0,18912.0,10501.0,29413.0,6188.0,4697.0,10885.0,6654.0,5787.0,12441.0,5.0,6.0,11.0,10358.0,6922.0,17280.0,16506.0,9284.0,25790.0,5830.0,5117.0,10947.0,5588.0,4291.0,9879.0,63907.0,6.0,6.0,12.0,10741.0,7150.0,17891.0,17220.0,9548.0,26768.0,6006.0,5265.0,11271.0,5740.0,4426.0,10166.0,883.0,1660.0,2543.0,36573.0,28620.0,65193.0,6661.0,5794.0,12455.0,1420.0,418806.2219,294.9339591,0.95,30.8,2020,152.59324398303548,294.933959084507
Bunyoro,Kakumiro District,10.0,9.0,19.0,10767.0,6852.0,17619.0,13591.0,6496.0,20087.0,5509.0,4631.0,10140.0,6382.0,5537.0,11919.0,10.0,9.0,19.0,10185.0,6515.0,16700.0,12300.0,5949.0,18249.0,6068.0,5212.0,11280.0,5300.0,4444.0,9744.0,55992.0,10.0,9.0,19.0,10473.0,6703.0,17176.0,12860.0,6134.0,18994.0,6194.0,5353.0,11547.0,5456.0,4585.0,10041.0,578.0,1487.0,2065.0,29877.0,23525.0,53402.0,6392.0,5546.0,11938.0,1701.0,367946.3179,216.3117683,1.0028,31.3084,2020,152.17437239096773,216.3117683127572
Teso,Kalaki District,6.0,5.0,11.0,5715.0,2650.0,8365.0,5622.0,2475.0,8097.0,3237.0,2697.0,5934.0,2632.0,2457.0,5089.0,6.0,5.0,11.0,5705.0,2650.0,8355.0,5622.0,2485.0,8107.0,2632.0,2457.0,5089.0,3237.0,2697.0,5934.0,27496.0,5.0,5.0,10.0,5558.0,2573.0,8131.0,5405.0,2392.0,7797.0,2524.0,2350.0,4874.0,3129.0,2628.0,5757.0,318.0,518.0,836.0,14580.0,10284.0,24864.0,2638.0,2462.0,5100.0,658.0,132298.1315,201.0609902,0.0,0.0,2020,207.83362310751912,201.06099012158052
South Central,Kalangala District,8.0,9.0,17.0,1758.0,1681.0,3439.0,4628.0,4646.0,9274.0,1103.0,1022.0,2125.0,1454.0,1385.0,2839.0,8.0,9.0,17.0,1698.0,1656.0,3354.0,4442.0,4462.0,8904.0,1337.0,1273.0,2610.0,1052.0,999.0,2051.0,16936.0,8.0,9.0,17.0,1650.0,1613.0,3263.0,4246.0,4295.0,8541.0,1301.0,1230.0,2531.0,1030.0,968.0,1998.0,309.0,343.0,652.0,7497.0,8743.0,16240.0,1462.0,1394.0,2856.0,452.0,65596.37205,145.1247169,0.6351,32.5373,2020,258.185010401044,145.12471692477877
Busoga,Kaliro District,123.0,81.0,204.0,13510.0,6919.0,20429.0,26248.0,13948.0,40196.0,9909.0,6983.0,16892.0,18873.0,17085.0,35958.0,113.0,67.0,180.0,13411.0,6817.0,20228.0,25994.0,13751.0,39745.0,18638.0,16875.0,35513.0,9797.0,6909.0,16706.0,112372.0,110.0,65.0,175.0,13285.0,6783.0,20068.0,25824.0,13686.0,39510.0,18593.0,16789.0,35382.0,9676.0,6840.0,16516.0,2701.0,3935.0,6636.0,49790.0,45016.0,94806.0,18996.0,17166.0,36162.0,779.0,255125.7054,327.5041148,0.8927,33.5028,2020,440.4573808970642,327.50411476251605
South Central,Kalungu District,20.0,8.0,28.0,6863.0,6113.0,12976.0,7872.0,4984.0,12856.0,3823.0,3828.0,7651.0,3234.0,3369.0,6603.0,14.0,8.0,22.0,6758.0,6007.0,12765.0,7660.0,4813.0,12473.0,3155.0,3278.0,6433.0,3779.0,3753.0,7532.0,39225.0,15.0,8.0,23.0,6385.0,5660.0,12045.0,7360.0,4622.0,11982.0,3040.0,3068.0,6108.0,3573.0,3525.0,7098.0,200.0,670.0,870.0,18578.0,18302.0,36880.0,3254.0,3377.0,6631.0,790.0,201322.4065,254.8384892,0.0953,31.7651,2020,194.83673318796733,254.83848924050633
Kampala,Kampala,515.0,517.0,1032.0,23437.0,20420.0,43857.0,59809.0,51325.0,111134.0,17347.0,16115.0,33462.0,28036.0,18860.0,46896.0,218.0,210.0,428.0,15541.0,13792.0,29333.0,35843.0,33120.0,68963.0,12834.0,11998.0,24832.0,10997.0,10144.0,21141.0,144697.0,234.0,227.0,461.0,15065.0,13681.0,28746.0,35732.0,33809.0,69541.0,12835.0,12017.0,24852.0,10845.0,9949.0,20794.0,1220.0,3966.0,5186.0,101108.0,107237.0,208345.0,28551.0,19377.0,47928.0,195.0,1675282.464,8591.192123,0.3152,32.5816,2020,86.37170334518586,8591.192123076922
Kampala,Kampala District,515.0,517.0,1032.0,23437.0,20420.0,43857.0,59809.0,51325.0,111134.0,17347.0,16115.0,33462.0,28036.0,18860.0,46896.0,218.0,210.0,428.0,15541.0,13792.0,29333.0,35843.0,33120.0,68963.0,12834.0,11998.0,24832.0,10997.0,10144.0,21141.0,144697.0,234.0,227.0,461.0,15065.0,13681.0,28746.0,35732.0,33809.0,69541.0,12835.0,12017.0,24852.0,10845.0,9949.0,20794.0,1220.0,3966.0,5186.0,101108.0,107237.0,208345.0,28551.0,19377.0,47928.0,195.0,1675282.464,8591.192123,0.3152,32.5816,2020,86.37170334518586,8591.192123076922
Busoga,Kamuli District,44.0,33.0,77.0,47740.0,25528.0,73268.0,87075.0,40753.0,127828.0,29868.0,21268.0,51136.0,48360.0,40111.0,88471.0,24.0,17.0,41.0,47026.0,24921.0,71947.0,85083.0,39417.0,124500.0,47597.0,39469.0,87066.0,29249.0,20762.0,50011.0,333565.0,24.0,17.0,41.0,45761.0,24257.0,70018.0,82330.0,38405.0,120735.0,46313.0,38479.0,84792.0,28336.0,20166.0,48502.0,4216.0,7887.0,12103.0,164727.0,127693.0,292420.0,48404.0,40144.0,88548.0,1515.0,517995.9032,341.9114872,0.9187,33.1239,2020,643.9529693948359,341.91148726072606
Tooro,Kamwenge District,55.0,54.0,109.0,26475.0,18634.0,45109.0,35180.0,18654.0,53834.0,15983.0,12418.0,28401.0,19367.0,17437.0,36804.0,57.0,52.0,109.0,25241.0,17750.0,42991.0,33679.0,17718.0,51397.0,18497.0,16554.0,35051.0,15329.0,12248.0,27577.0,157125.0,57.0,104.0,161.0,24717.0,16306.0,41023.0,32482.0,17171.0,49653.0,17785.0,16048.0,33833.0,14922.0,11545.0,26467.0,1094.0,5325.0,6419.0,77693.0,67197.0,144890.0,19422.0,17491.0,36913.0,1695.0,308803.2075,182.1847832,0.2903,30.574,2020,508.8191967695154,182.18478318584073
Kigezi,Kanungu District,9.0,10.0,19.0,12287.0,9808.0,22095.0,16454.0,10516.0,26970.0,6035.0,4945.0,10980.0,5106.0,4424.0,9530.0,7.0,10.0,17.0,12004.0,9582.0,21586.0,16017.0,10170.0,26187.0,4935.0,4289.0,9224.0,5850.0,4806.0,10656.0,67670.0,7.0,10.0,17.0,11890.0,9467.0,21357.0,15870.0,10059.0,25929.0,4884.0,4231.0,9115.0,5813.0,4755.0,10568.0,161.0,449.0,610.0,34785.0,29703.0,64488.0,5115.0,4434.0,9549.0,1275.0,285449.0367,223.8815974,0.8195,0.0,2020,237.0650844799295,223.88159741176472
Bugisu,Kapchorwa District,20.0,15.0,35.0,1033.0,875.0,1908.0,2527.0,1923.0,4450.0,525.0,446.0,971.0,425.0,406.0,831.0,9.0,6.0,15.0,891.0,768.0,1659.0,2091.0,1605.0,3696.0,327.0,331.0,658.0,466.0,372.0,838.0,6866.0,9.0,6.0,15.0,868.0,758.0,1626.0,2046.0,1580.0,3626.0,321.0,327.0,648.0,459.0,368.0,827.0,13.0,47.0,60.0,4105.0,3665.0,7770.0,445.0,421.0,866.0,212.0,121424.9705,572.7592948,1.3514,34.3754,2020,56.545206243224904,572.7592948113207
Teso,Kapelebyong District,31.0,20.0,51.0,15259.0,7072.0,22331.0,14844.0,5052.0,19896.0,7750.0,5446.0,13196.0,7228.0,7059.0,14287.0,30.0,19.0,49.0,15120.0,7050.0,22170.0,14650.0,5020.0,19670.0,7112.0,6592.0,13704.0,7750.0,5443.0,13193.0,68786.0,30.0,19.0,49.0,14809.0,6908.0,21717.0,14359.0,4922.0,19281.0,7025.0,6482.0,13507.0,7618.0,5366.0,12984.0,495.0,1086.0,1581.0,37884.0,24649.0,62533.0,7259.0,7079.0,14338.0,1203.0,117798.1527,97.92032643,2.211,33.7518,2020,583.9310585385775,97.92032643391522
Karamoja,Karamoja,339.0,308.0,647.0,69973.0,43177.0,113150.0,103226.0,50912.0,154138.0,48178.0,38649.0,86827.0,125908.0,117173.0,243081.0,195.0,162.0,357.0,65071.0,39901.0,104972.0,90335.0,44995.0,135330.0,117926.0,109507.0,227433.0,45369.0,36241.0,81610.0,549702.0,347.0,206.0,553.0,64895.0,39693.0,104588.0,91191.0,45504.0,136695.0,117462.0,109011.0,226473.0,44906.0,35952.0,80858.0,2794.0,7355.0,10149.0,221716.0,250219.0,471935.0,126247.0,117481.0,243728.0,27407.0,1255428.722,45.806864,2.8309,34.1532,2020,437.85998389799465,45.806864012843434
Karamoja,Karenga District,1.0,1.0,2.0,5208.0,3032.0,8240.0,7388.0,3079.0,10467.0,2470.0,1839.0,4309.0,4977.0,5003.0,9980.0,1.0,1.0,2.0,4442.0,2547.0,6989.0,6037.0,2680.0,8717.0,4443.0,4310.0,8753.0,2188.0,1665.0,3853.0,28314.0,1.0,1.0,2.0,5006.0,2894.0,7900.0,7083.0,2991.0,10074.0,4764.0,4776.0,9540.0,2340.0,1733.0,4073.0,205.0,729.0,934.0,15067.0,12954.0,28021.0,4978.0,5004.0,9982.0,25702.0,76699.97985,2.98420278,3.5691,33.6931,2020,369.1526393536595,2.9842027799393045
Tooro,Kasese District,80.0,60.0,140.0,32148.0,27492.0,59640.0,53391.0,35425.0,88816.0,15871.0,13696.0,29567.0,14750.0,13646.0,28396.0,43.0,31.0,74.0,28945.0,24803.0,53748.0,45526.0,30721.0,76247.0,12131.0,11550.0,23681.0,13983.0,12193.0,26176.0,179926.0,43.0,31.0,74.0,28826.0,25785.0,54611.0,45620.0,30754.0,76374.0,11925.0,11451.0,23376.0,13892.0,12214.0,26106.0,577.0,1468.0,2045.0,101490.0,90319.0,191809.0,14830.0,13706.0,28536.0,2795.0,786346.2565,281.3403422,0.1699,0.0,2020,228.81268717529653,281.34034221824686
North Central,Kassanda District,16.0,10.0,26.0,10823.0,8164.0,18987.0,17409.0,10518.0,27927.0,7306.0,6363.0,13669.0,7600.0,7104.0,14704.0,14.0,4.0,18.0,10506.0,8052.0,18558.0,17242.0,10049.0,27291.0,7441.0,6940.0,14381.0,7218.0,6231.0,13449.0,73697.0,30.0,6.0,36.0,10104.0,7734.0,17838.0,15913.0,9572.0,25485.0,7151.0,6649.0,13800.0,6898.0,5962.0,12860.0,741.0,1551.0,2292.0,35554.0,32159.0,67713.0,7616.0,7114.0,14730.0,1819.0,296278.7557,162.8800196,0.5761,31.7195,2020,248.7421004110826,162.8800196261682
